Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
10417,Brunswick Circuit Pro Bowling 2,PS,2000,Sports,THQ,$0.1,$0.0,$0.0,$0.0,$0.1
10418,D,PS,1995,Adventure,Acclaim Entertainment,$0.0,$0.0,$0.1,$0.0,$0.1
10419,Winning Eleven: Pro Evolution Soccer 2007,X360,2006,Sports,Konami Digital Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
10420,Ennichi no Tatsujin,Wii,2006,Misc,Namco Bandai Games,$0.0,$0.0,$0.1,$0.0,$0.1
10421,Squinkies 2: Adventure Mall Surprize!,DS,2011,Platform,Activision,$0.1,$0.0,$0.0,$0.0,$0.1
10422,Wizardry VI: Bane of the Cosmic Forge,SNES,1995,Role-Playing,ASCII Entertainment,$0.0,$0.0,$0.1,$0.0,$0.1
10423,Power Pocket Koushien,DS,2005,Sports,Konami Digital Entertainment,$0.0,$0.0,$0.1,$0.0,$0.1
10424,Gravity Games Bike: Street Vert Dirt,PS2,2002,Sports,Midway Games,$0.1,$0.0,$0.0,$0.0,$0.1
10425,Contact,DS,2006,Role-Playing,Rising Star Games,$0.1,$0.0,$0.0,$0.0,$0.1
10426,Pro Yaky? Spirits 2010,PS2,2010,Sports,Konami Digital Entertainment,$0.0,$0.0,$0.1,$0.0,$0.1
10427,Princess Debut,DS,2008,Misc,Cave,$0.1,$0.0,$0.0,$0.0,$0.1
10428,My First Dollhouse,DS,2010,Misc,505 Games,$0.1,$0.0,$0.0,$0.0,$0.1
10429,Cloudy With a Chance of Meatballs,PS3,2009,Platform,Ubisoft,$0.1,$0.0,$0.0,$0.0,$0.1
10430,Family Party: 30 Great Games,Wii,2008,Misc,D3Publisher,$0.1,$0.0,$0.0,$0.0,$0.1
10431,Top Spin,PS2,2005,Sports,Take-Two Interactive,$0.1,$0.0,$0.0,$0.0,$0.1
10432,Derby Stallion P,PSP,2006,Sports,Enterbrain,$0.0,$0.0,$0.1,$0.0,$0.1
10433,Kenka Bancho Bros: Tokyo Battle Royale,PSP,2012,Action,Spike,$0.0,$0.0,$0.1,$0.0,$0.1
10434,UFC: Tapout 2,XB,2003,Fighting,Capcom,$0.1,$0.0,$0.0,$0.0,$0.1
10435,Adventure Time: Finn & Jake Investigations,PS3,2015,Action,Little Orbit,$0.0,$0.1,$0.0,$0.0,$0.1
10436,Kamen Rider: Battride War II,PS3,2014,Action,Namco Bandai Games,$0.0,$0.0,$0.1,$0.0,$0.1
10437,Kirarin * Revolution: Tsukutte Misechao! Kime * Kira Stage,DS,2007,Simulation,Konami Digital Entertainment,$0.0,$0.0,$0.1,$0.0,$0.1
10438,Thrillville: Off the Rails,PSP,2007,Strategy,LucasArts,$0.1,$0.0,$0.0,$0.0,$0.1
10439,Imagine: Soccer Captain,DS,2009,Sports,Ubisoft,$0.1,$0.0,$0.0,$0.0,$0.1
10440,Jikkyou Powerful Pro Yakyuu 10,GC,2003,Sports,Konami Digital Entertainment,$0.0,$0.0,$0.1,$0.0,$0.1
10441,Vexx,XB,2003,Platform,Acclaim Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
10442,F1 Career Challenge,PS2,2003,Racing,Electronic Arts,$0.1,$0.0,$0.0,$0.0,$0.1
10443,Taiko no Tatsujin: V Version,PSV,2015,Action,Namco Bandai Games,$0.0,$0.0,$0.1,$0.0,$0.1
10444,Pariah,XB,2005,Action,Hip Interactive,$0.1,$0.0,$0.0,$0.0,$0.1
10445,Cabela's Outdoor Adventures,XB,2005,Sports,Zoo Digital Publishing,$0.1,$0.0,$0.0,$0.0,$0.1
10446,Agatha Christie: The ABC Murders,DS,2009,Adventure,JoWood Productions,$0.1,$0.0,$0.0,$0.0,$0.1
10447,Metal Slug 3,XB,2004,Shooter,Ignition Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
10448,The Smurfs 2,Wii,2013,Platform,Ubisoft,$0.0,$0.1,$0.0,$0.0,$0.1
10449,Motocross Mania 3,PS2,2004,Racing,Take-Two Interactive,$0.1,$0.0,$0.0,$0.0,$0.1
10450,Fatal Frame 2: Wii Edition,Wii,2012,Action,Nintendo,$0.0,$0.0,$0.1,$0.0,$0.1
10451,Dancing on Ice,Wii,2010,Sports,Ghostlight,$0.0,$0.1,$0.0,$0.0,$0.1
10452,Pro Yakyuu Famista DS 2009,DS,2009,Sports,Namco Bandai Games,$0.0,$0.0,$0.1,$0.0,$0.1
10453,Banjo-Pilot,GBA,2005,Racing,THQ,$0.1,$0.0,$0.0,$0.0,$0.1
10454,Family Feud: 2012 Edition,X360,2011,Misc,Ubisoft,$0.1,$0.0,$0.0,$0.0,$0.1
10455,Gallop Racer 2006,PS2,2005,Sports,Tecmo Koei,$0.0,$0.0,$0.1,$0.0,$0.1
10456,Army Corps of Hell,PSV,2011,Action,Square Enix,$0.1,$0.0,$0.0,$0.0,$0.1
10457,Frogger: Ancient Shadow,PS2,2005,Platform,Konami Digital Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
10458,Digimon Story: Lost Evolution,DS,2010,Role-Playing,Namco Bandai Games,$0.0,$0.0,$0.1,$0.0,$0.1
10459,Exit DS,DS,2008,Puzzle,Square Enix,$0.1,$0.0,$0.0,$0.0,$0.1
10460,Ski-Doo Snowmobile Challenge,PS3,2009,Racing,PQube,$0.1,$0.0,$0.0,$0.0,$0.1
10461,Universe at War: Earth Assault,X360,2008,Action,Sega,$0.1,$0.0,$0.0,$0.0,$0.1
10462,Despicable Me: The Game,PS2,2010,Platform,D3Publisher,$0.1,$0.0,$0.0,$0.0,$0.1
10463,Metal Arms: Glitch in the System,GC,2003,Shooter,Vivendi Games,$0.1,$0.0,$0.0,$0.0,$0.1
10464,The Whispered World,PC,2009,Adventure,Deep Silver,$0.0,$0.1,$0.0,$0.0,$0.1
10465,Tom Clancy's Splinter Cell: Chaos Theory,GC,2005,Action,Ubisoft,$0.1,$0.0,$0.0,$0.0,$0.1
10466,Learn Chess,DS,2009,Misc,DreamCatcher Interactive,$0.1,$0.0,$0.0,$0.0,$0.1
10467,Happy Feet Two,PS3,N/A,Action,Warner Bros. Interactive Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
10468,Escape From Monkey Island,PS2,2001,Adventure,LucasArts,$0.1,$0.0,$0.0,$0.0,$0.1
10469,Leisure Suit Larry: Box Office Bust,PS3,2009,Adventure,Codemasters,$0.1,$0.0,$0.0,$0.0,$0.1
10470,The Wolf Among Us,PS3,2014,Adventure,Telltale Games,$0.1,$0.0,$0.0,$0.0,$0.1
10471,Mickey's Speedway USA (weekly JP sales),N64,2000,Racing,Nintendo,$0.0,$0.0,$0.1,$0.0,$0.1
10472,Who Wants to Be a Millionaire: 3rd Edition,Wii,2010,Misc,Ubisoft,$0.1,$0.0,$0.0,$0.0,$0.1
10473,Boku no Natsuyasumi Portable: Mushi Mushi Hakase to Teppen-yama no Himitsu!!,PSP,2006,Adventure,Sony Computer Entertainment,$0.0,$0.0,$0.1,$0.0,$0.1
10474,Miami Law,DS,2009,Adventure,Konami Digital Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
10475,Macross 30: Ginga o Tsunagu Utagoe,PS3,2013,Shooter,Namco Bandai Games,$0.0,$0.0,$0.1,$0.0,$0.1
10476,Kidou Senshi Gundam UC,PS3,2012,Action,Namco Bandai Games,$0.0,$0.0,$0.1,$0.0,$0.1
10477,Yu-Gi-Oh! 5D's Wheelie Breakers,Wii,2009,Racing,Konami Digital Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
10478,Nicktoons: MLB,DS,2011,Sports,Take-Two Interactive,$0.1,$0.0,$0.0,$0.0,$0.1
10479,Gretzky NHL,PSP,2005,Sports,Sony Computer Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
10480,Corvette Evolution GT,DS,2008,Racing,Black Bean Games,$0.1,$0.0,$0.0,$0.0,$0.1
10481,May's Mystery: Forbidden Memories,DS,2011,Puzzle,Mastertronic,$0.1,$0.0,$0.0,$0.0,$0.1
10482,PictoImage,DS,2007,Puzzle,Sega,$0.1,$0.0,$0.0,$0.0,$0.1
10483,Etrian Odyssey II: Heroes of Lagaard,3DS,2014,Role-Playing,Atlus,$0.0,$0.0,$0.1,$0.0,$0.1
10484,Ridge Racer 2,PSP,2006,Racing,Sony Computer Entertainment,$0.0,$0.0,$0.1,$0.0,$0.1
10485,Momotarou Dentetsu 16,Wii,2007,Misc,Hudson Soft,$0.0,$0.0,$0.1,$0.0,$0.1
10486,Igor: The Game,Wii,2008,Adventure,CDV Software Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
10487,Dropship: United Peace Force,PS2,2002,Simulation,Sony Computer Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
10488,Road Rash: Jailbreak,GBA,2003,Racing,Zoo Digital Publishing,$0.1,$0.0,$0.0,$0.0,$0.1
10489,Rome: Total War,PC,2004,Strategy,Activision,$0.0,$0.1,$0.0,$0.0,$0.1
10490,Green Lantern: Rise of the Manhunters,Wii,2011,Action,Warner Bros. Interactive Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
10491,Castlevania: Lords of Shadow 2,X360,2014,Action,Konami Digital Entertainment,$0.0,$0.1,$0.0,$0.0,$0.1
10492,Lucha Libre AAA: Heroes del Ring,PS3,2010,Fighting,Konami Digital Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
10493,Syberia,XB,2003,Action,Microids,$0.1,$0.0,$0.0,$0.0,$0.1
10494,G1 Jockey 3,PS2,2002,Sports,THQ,$0.0,$0.0,$0.1,$0.0,$0.1
10495,Shrek: Forever After,X360,2010,Platform,Activision,$0.1,$0.0,$0.0,$0.0,$0.1
10496,Atsumare! Power Pro Kun no DS Koushien,DS,N/A,Sports,N/A,$0.0,$0.0,$0.1,$0.0,$0.1
10497,Revolution X,PS,1995,Shooter,Acclaim Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
10498,Myst,DS,2007,Adventure,Midway Games,$0.1,$0.0,$0.0,$0.0,$0.1
10499,Little Battlers eXperience W,3DS,2013,Role-Playing,Level 5,$0.0,$0.0,$0.1,$0.0,$0.1
10500,Riviera: The Promised Land,GBA,2004,Role-Playing,Sting,$0.1,$0.0,$0.0,$0.0,$0.1
10501,Risen 3: Titan Lords,PS3,2014,Role-Playing,Deep Silver,$0.0,$0.1,$0.0,$0.0,$0.1
10502,Top Gun: Combat Zones,GBA,2004,Simulation,Mastiff,$0.1,$0.0,$0.0,$0.0,$0.1
10503,Bujingai: The Forsaken City,PS2,2003,Fighting,505 Games,$0.1,$0.0,$0.0,$0.0,$0.1
10504,Doko Demo Issho,PSP,2004,Misc,Sony Computer Entertainment,$0.0,$0.0,$0.1,$0.0,$0.1
10505,Alvin and the Chipmunks: The Squeakquel,Wii,2009,Misc,Majesco Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
10506,The Story of Noah's Ark,DS,2010,Action,SouthPeak Games,$0.1,$0.0,$0.0,$0.0,$0.1
10507,Brooktown High: Senior Year,PSP,2007,Simulation,Konami Digital Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
10508,Astro Boy: The Video Game,DS,2009,Action,D3Publisher,$0.1,$0.0,$0.0,$0.0,$0.1
10509,Zombie Army Trilogy,XOne,2015,Shooter,Rebellion Developments,$0.0,$0.1,$0.0,$0.0,$0.1
10510,Beyond Good & Evil,XB,2003,Adventure,Ubisoft,$0.1,$0.0,$0.0,$0.0,$0.1
10511,Blitz: The League II,X360,2008,Sports,Midway Games,$0.1,$0.0,$0.0,$0.0,$0.1
10512,Death By Degrees,PS2,2005,Action,Sony Computer Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
10513,Vandal Hearts II,PS,1999,Strategy,Konami Digital Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
10514,Gouketuji Ichizoku 2: Chottodake Saikyou Densetsu,PS,1995,Fighting,Atlus,$0.0,$0.0,$0.1,$0.0,$0.1
10515,Samurai Warriors Chronicles 2nd,3DS,2012,Action,Ubisoft Annecy,$0.0,$0.0,$0.1,$0.0,$0.1
10516,Medal of Honor: Vanguard,Wii,2007,Shooter,Electronic Arts,$0.1,$0.0,$0.0,$0.0,$0.1
10517,Toaru Majutsu no Index,PSP,2011,Adventure,Kadokawa Shoten,$0.0,$0.0,$0.1,$0.0,$0.1
10518,Dora's Cooking Club,DS,2010,Misc,Take-Two Interactive,$0.1,$0.0,$0.0,$0.0,$0.1
10519,ESA Game Pack,PS3,2010,Misc,Sony Computer Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
10520,America's Next Top Model,DS,2008,Action,Eidos Interactive,$0.1,$0.0,$0.0,$0.0,$0.1
10521,God Eater 2: Rage Burst,PS4,2015,Role-Playing,Namco Bandai Games,$0.0,$0.0,$0.1,$0.0,$0.1
10522,Uta no Prince-Sama: Music,PSP,2011,Misc,Broccoli,$0.0,$0.0,$0.1,$0.0,$0.1
10523,UNO / Skip-Bo / UNO Freefall,DS,2006,Misc,Zoo Digital Publishing,$0.1,$0.0,$0.0,$0.0,$0.1
10524,Culdcept DS,DS,2008,Strategy,Sega,$0.0,$0.0,$0.1,$0.0,$0.1
10525,Colin McRae Rally 04,XB,2004,Racing,Codemasters,$0.1,$0.0,$0.0,$0.0,$0.1
10526,Monster Jam: Maximum Destruction,GBA,2002,Racing,Ubisoft,$0.1,$0.0,$0.0,$0.0,$0.1
10527,The King of Fighters: Dream Match 1999,DC,1999,Fighting,SNK,$0.0,$0.0,$0.1,$0.0,$0.1
10528,FIFA Street,XB,2005,Sports,Electronic Arts,$0.1,$0.0,$0.0,$0.0,$0.1
10529,Truth or Lies,Wii,2010,Misc,THQ,$0.0,$0.1,$0.0,$0.0,$0.1
10530,Weiss Schwarz Portable,PSP,2011,Strategy,Namco Bandai Games,$0.0,$0.0,$0.1,$0.0,$0.1
10531,Kirarin * Revolution: Mezase! Idol Queen,DS,2007,Simulation,Konami Digital Entertainment,$0.0,$0.0,$0.1,$0.0,$0.1
10532,Dungeons & Dragons Tactics,PSP,2007,Strategy,Atari,$0.1,$0.0,$0.0,$0.0,$0.1
10533,X-Men: Children of the Atom,PS,1998,Fighting,Acclaim Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
10534,Hot Wheels: Stunt Track Challenge,XB,2004,Racing,THQ,$0.1,$0.0,$0.0,$0.0,$0.1
10535,Dora & Kai-Lan's Pet Shelter,DS,2011,Strategy,Take-Two Interactive,$0.1,$0.0,$0.0,$0.0,$0.1
10536,DJ Max Fever,PSP,2009,Misc,PM Studios,$0.1,$0.0,$0.0,$0.0,$0.1
10537,Math Blaster in the Prime Adventure,DS,2009,Misc,Majesco Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
10538,Football Director DS,DS,2008,Sports,Pinnacle,$0.0,$0.1,$0.0,$0.0,$0.1
10539,Shellshock,PS,1995,Action,Core Design Ltd.,$0.1,$0.0,$0.0,$0.0,$0.1
10540,Blue Stinger,DC,1999,Adventure,Activision,$0.0,$0.0,$0.1,$0.0,$0.1
10541,Yggdra Union: We'll Never Fight Alone,PSP,2008,Role-Playing,Sting,$0.1,$0.0,$0.0,$0.0,$0.1
10542,The Destiny of Zorro,Wii,2009,Action,505 Games,$0.1,$0.0,$0.0,$0.0,$0.1
10543,Hot Wheels Ultimate Racing,PSP,2007,Action,Activision,$0.1,$0.0,$0.0,$0.0,$0.1
10544,Capcom vs. SNK 2 EO,XB,2003,Fighting,Capcom,$0.1,$0.0,$0.0,$0.0,$0.1
10545,Inazuma Eleven GO Strikers 2013,Wii,2012,Role-Playing,Level 5,$0.0,$0.0,$0.1,$0.0,$0.1
10546,Metal Gear Solid HD Edition,PS3,2011,Action,Konami Digital Entertainment,$0.0,$0.0,$0.1,$0.0,$0.1
10547,Hunter: The Reckoning,GC,2002,Action,Virgin Interactive,$0.1,$0.0,$0.0,$0.0,$0.1
10548,Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Ossu! Banchou - Yoshimune DS,DS,2007,Misc,Paon,$0.0,$0.0,$0.1,$0.0,$0.1
10549,Urban Chaos,PS,1999,Action,Eidos Interactive,$0.1,$0.0,$0.0,$0.0,$0.1
10550,Creeper World 3: Arc Eternal,Wii,2009,Strategy,Namco Bandai Games,$0.0,$0.0,$0.1,$0.0,$0.1
10551,Monkey Mischief! Party Time,Wii,2008,Misc,Activision,$0.1,$0.0,$0.0,$0.0,$0.1
10552,Draglade,DS,2007,Fighting,505 Games,$0.1,$0.0,$0.0,$0.0,$0.1
10553,DS Kageyama Method: Dennou Hanpuku - Tadashii Kanji Kakitori-Kun,DS,2007,Misc,Shogakukan,$0.0,$0.0,$0.1,$0.0,$0.1
10554,Water Sports,Wii,2009,Action,Avanquest,$0.1,$0.0,$0.0,$0.0,$0.1
10555,Freaky Flyers,PS2,2003,Racing,Midway Games,$0.1,$0.0,$0.0,$0.0,$0.1
10556,Baten Kaitos Origins,GC,2006,Role-Playing,Unknown,$0.1,$0.0,$0.0,$0.0,$0.1
10557,E·O·E: Eve of Extinction,PS2,2002,Fighting,Eidos Interactive,$0.0,$0.0,$0.0,$0.0,$0.1
10558,Pro Evolution Soccer 2016,XOne,2015,Sports,Konami Digital Entertainment,$0.0,$0.1,$0.0,$0.0,$0.1
10559,Dark Summit,XB,2001,Sports,THQ,$0.1,$0.0,$0.0,$0.0,$0.1
10560,Penguin no Mondai: The World,DS,2010,Adventure,Konami Digital Entertainment,$0.0,$0.0,$0.1,$0.0,$0.1
10561,My Healthy Cooking Coach,DS,N/A,Simulation,Unknown,$0.1,$0.0,$0.0,$0.0,$0.1
10562,Yaiba: Ninja Gaiden Z,PS3,2014,Action,Tecmo Koei,$0.1,$0.0,$0.0,$0.0,$0.1
10563,Flushed Away,DS,2006,Platform,D3Publisher,$0.1,$0.0,$0.0,$0.0,$0.1
10564,Surf's Up,X360,2007,Sports,Ubisoft,$0.1,$0.0,$0.0,$0.0,$0.1
10565,Hakuouki Portable,PSP,2009,Adventure,Idea Factory,$0.0,$0.0,$0.1,$0.0,$0.1
10566,NHL 2004,GC,2003,Sports,Electronic Arts,$0.1,$0.0,$0.0,$0.0,$0.1
10567,Fallout 3 Game Add-On Pack: The Pitt and Operation: Anchorage,X360,2009,Role-Playing,Bethesda Softworks,$0.1,$0.0,$0.0,$0.0,$0.1
10568,Cabela's Adventure Camp,X360,2011,Misc,Activision,$0.1,$0.0,$0.0,$0.0,$0.1
10569,KORG DS-10 Synthesizer Plus,DS,2009,Misc,AQ Interactive,$0.1,$0.0,$0.0,$0.0,$0.1
10570,World Snooker Championship 2007,PS3,2007,Sports,Sega,$0.0,$0.1,$0.0,$0.0,$0.1
10571,X-Men: The Official Game,XB,2006,Action,Activision,$0.1,$0.0,$0.0,$0.0,$0.1
10572,RLH: Run Like Hell,PS2,2002,Shooter,Virgin Interactive,$0.1,$0.0,$0.0,$0.0,$0.1
10573,Digimon Adventure,PSP,2013,Role-Playing,Namco Bandai Games,$0.0,$0.0,$0.1,$0.0,$0.1
10574,Doom 3,PC,2004,Shooter,Activision,$0.1,$0.0,$0.0,$0.0,$0.1
10575,The Ant Bully,PS2,2006,Platform,Midway Games,$0.1,$0.0,$0.0,$0.0,$0.1
10576,Conflict: Global Terror,XB,2005,Shooter,SCi,$0.1,$0.0,$0.0,$0.0,$0.1
10577,Minority Report: Everybody Runs,GC,2002,Action,Activision,$0.1,$0.0,$0.0,$0.0,$0.1
10578,Monster Rancher EVO,PS2,2005,Role-Playing,Tecmo Koei,$0.0,$0.0,$0.1,$0.0,$0.1
10579,Project Hacker: Kakusei,DS,2006,Action,Nintendo,$0.0,$0.0,$0.1,$0.0,$0.1
10580,Pajama Sam: Don't Fear The Dark,Wii,2008,Adventure,Atari,$0.1,$0.0,$0.0,$0.0,$0.1
10581,GRID Autosport,X360,2014,Racing,Codemasters,$0.0,$0.1,$0.0,$0.0,$0.1
10582,World Series of Poker 2008: Battle for the Bracelets,PS3,2007,Misc,Activision,$0.1,$0.0,$0.0,$0.0,$0.1
10583,Wasteland 2,PS4,2015,Role-Playing,Deep Silver,$0.1,$0.0,$0.0,$0.0,$0.1
10584,Guitar Hero: Van Halen,PS2,2009,Misc,Activision,$0.1,$0.0,$0.0,$0.0,$0.1
10585,Olympic Summer Games: Atlanta 1996,PS,1996,Sports,U.S. Gold,$0.1,$0.0,$0.0,$0.0,$0.1
10586,Little League World Series Baseball 2008,Wii,2008,Sports,Activision,$0.1,$0.0,$0.0,$0.0,$0.1
10587,Disney's The Haunted Mansion,GC,2003,Platform,Take-Two Interactive,$0.1,$0.0,$0.0,$0.0,$0.1
10588,Tatsunoko vs. Capcom: Cross Generation of Heroes,Wii,2008,Fighting,Capcom,$0.0,$0.0,$0.1,$0.0,$0.1
10589,Alvin and the Chipmunks: Chipwrecked,X360,2011,Misc,505 Games,$0.1,$0.0,$0.0,$0.0,$0.1
10590,Darius Gaiden,SAT,1995,Shooter,Acclaim Entertainment,$0.0,$0.0,$0.1,$0.0,$0.1
10591,All Kamen Rider: Rider Generation 2,DS,2012,Action,Namco Bandai Games,$0.0,$0.0,$0.1,$0.0,$0.1
10592,Beach Spikers: Virtua Beach Volleyball,GC,2002,Sports,Sega,$0.1,$0.0,$0.0,$0.0,$0.1
10593,Total War: WARHAMMER,PC,2016,Strategy,Sega,$0.0,$0.1,$0.0,$0.0,$0.1
10594,Tom Clancy's Ghost Recon: Predator,PSP,2010,Shooter,Ubisoft,$0.1,$0.0,$0.0,$0.0,$0.1
10595,You Don't Know Jack: Mock 2,PS,2000,Misc,Vivendi Games,$0.1,$0.0,$0.0,$0.0,$0.1
10596,Blue Dragon: Awakened Shadow,DS,2009,Role-Playing,Namco Bandai Games,$0.1,$0.0,$0.0,$0.0,$0.1
10597,3D Tank Warfare Simulator Panzer Front,PS,1999,Simulation,Avalon Interactive,$0.1,$0.0,$0.0,$0.0,$0.1
10598,[Prototype 2],PC,2012,Action,Activision,$0.1,$0.0,$0.0,$0.0,$0.1
10599,NASCAR The Game: Inside Line,X360,2012,Racing,Activision,$0.1,$0.0,$0.0,$0.0,$0.1
10600,Sudoku Mania,DS,2006,Puzzle,Zoo Digital Publishing,$0.1,$0.0,$0.0,$0.0,$0.1
10601,Blades of Time,PS3,2012,Action,Konami Digital Entertainment,$0.0,$0.0,$0.0,$0.0,$0.1
10602,Rolling Stone: Drum King,Wii,2009,Misc,505 Games,$0.1,$0.0,$0.0,$0.0,$0.1
10603,Jade Cocoon 2,PS2,2001,Role-Playing,Ubisoft,$0.1,$0.0,$0.0,$0.0,$0.1
10604,Lord of Apocalypse,PSV,2011,Role-Playing,Square Enix,$0.0,$0.0,$0.1,$0.0,$0.1
10605,Bejeweled Twist,DS,2010,Puzzle,PopCap Games,$0.0,$0.1,$0.0,$0.0,$0.1
10606,Rock Band 3,DS,2010,Misc,MTV Games,$0.1,$0.0,$0.0,$0.0,$0.1
10607,Kabushiki Baibai Trainer: Kabutore!,DS,2006,Simulation,Konami Digital Entertainment,$0.0,$0.0,$0.1,$0.0,$0.1
10608,Sword & Sorcery,SAT,1996,Role-Playing,Micro Cabin,$0.0,$0.0,$0.1,$0.0,$0.1
10609,Van Helsing,GBA,2004,Action,Activision,$0.1,$0.0,$0.0,$0.0,$0.1
10610,NFL Tour,X360,2008,Sports,Electronic Arts,$0.1,$0.0,$0.0,$0.0,$0.1
10611,Bee Movie Game,PS2,2007,Action,Activision,$0.1,$0.0,$0.0,$0.0,$0.1
10612,NBA Live 16,XOne,2015,Sports,Electronic Arts,$0.1,$0.0,$0.0,$0.0,$0.1
10613,Spider-Man: Web of Shadows,DS,2008,Action,Activision,$0.1,$0.0,$0.0,$0.0,$0.1
10614,Bullet Witch,X360,2006,Shooter,Atari,$0.1,$0.0,$0.0,$0.0,$0.1
10615,USA Today Puzzle Craze,DS,2009,Puzzle,Destineer,$0.1,$0.0,$0.0,$0.0,$0.1
10616,Machi-Ing Maker 3 x Tousouchuu,PSP,2010,Simulation,D3Publisher,$0.0,$0.0,$0.1,$0.0,$0.1
10617,Kelly Slater's Pro Surfer,XB,2002,Sports,Activision,$0.1,$0.0,$0.0,$0.0,$0.1
10618,SNK vs. Capcom: SVC Chaos,XB,2004,Fighting,Ignition Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
10619,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,PS2,2005,Platform,Global Star,$0.1,$0.0,$0.0,$0.0,$0.1
10620,Choujikuu Yousai Macross: Ai Oboete Imasu ka,SAT,1997,Shooter,Namco Bandai Games,$0.0,$0.0,$0.1,$0.0,$0.1
10621,Vanishing Point,PS,2001,Racing,Acclaim Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
10622,SCORE International Baja 1000: The Official Game,Wii,2008,Racing,Activision,$0.1,$0.0,$0.0,$0.0,$0.1
10623,Dragonseeds,PS,1998,Action,Jaleco,$0.0,$0.0,$0.0,$0.0,$0.1
10624,The Bard's Tale,XB,2004,Role-Playing,Ubisoft,$0.1,$0.0,$0.0,$0.0,$0.1
10625,Opoona,Wii,2007,Role-Playing,Tecmo Koei,$0.1,$0.0,$0.0,$0.0,$0.1
10626,Big League Sports,Wii,2008,Sports,Activision,$0.1,$0.0,$0.0,$0.0,$0.1
10627,nail'd,X360,2010,Racing,Deep Silver,$0.1,$0.0,$0.0,$0.0,$0.1
10628,Nodame Cantabile,DS,2007,Misc,Namco Bandai Games,$0.0,$0.0,$0.1,$0.0,$0.1
10629,Alien Hominid,PS2,2004,Shooter,Zoo Digital Publishing,$0.1,$0.0,$0.0,$0.0,$0.1
10630,Record of Agarest War Zero,X360,2010,Strategy,Compile Heart,$0.1,$0.0,$0.0,$0.0,$0.1
10631,L'Aigle de Guerre,GBA,2001,Strategy,Nintendo,$0.0,$0.0,$0.1,$0.0,$0.1
10632,Jeopardy!,N64,1998,Misc,GameTek,$0.1,$0.0,$0.0,$0.0,$0.1
10633,Disney's Donald Duck: Goin' Quackers,N64,2000,Platform,Ubisoft,$0.1,$0.0,$0.0,$0.0,$0.1
10634,Aidyn Chronicles: The First Mage,N64,2001,Role-Playing,THQ,$0.1,$0.0,$0.0,$0.0,$0.1
10635,Aquapazza: Aquaplus Dream Match,PS3,2012,Fighting,Aqua Plus,$0.1,$0.0,$0.1,$0.0,$0.1
10636,Virtual Pool 64,N64,1998,Sports,Crave Entertainment,$0.1,$0.0,$0.0,$0.0,$0.1
10637,Indy Racing 2000,N64,2000,Racing,Infogrames,$0.1,$0.0,$0.0,$0.0,$0.1
10638,Flying Dragon,N64,1997,Fighting,Natsume,$0.1,$0.0,$0.0,$0.0,$0.1
10639,International Superstar Soccer 64 (weekly JP sales),N64,1997,Sports,Konami Digital Entertainment,$0.0,$0.0,$0.1,$0.1,$0.1
10640,Lode Runner 3-D,N64,1998,Action,Infogrames,$0.1,$0.0,$0.0,$0.0,$0.1
10641,The History Channel: Civil War - Secret Missions,PS3,2008,Shooter,Activision,$0.1,$0.0,$0.0,$0.0,$0.1
10642,GT64 Championship Edition,N64,1998,Racing,Ocean,$0.1,$0.0,$0.0,$0.0,$0.1
10643,Milo's Astro Lanes,N64,1998,Sports,Interplay,$0.1,$0.0,$0.0,$0.0,$0.1
10644,Gekido,PS,1999,Fighting,Infogrames,$0.1,$0.0,$0.0,$0.0,$0.1
10645,Harry Potter and the Deathly Hallows - Part 1,PC,2010,Action,Electronic Arts,$0.1,$0.0,$0.0,$0.0,$0.1
10646,Fifi and the Flowertots,DS,2009,Misc,Avanquest,$0.0,$0.1,$0.0,$0.0,$0.1
10647,Disney's The Jungle Book,GBA,2002,Platform,Ubisoft,$0.1,$0.0,$0.0,$0.0,$0.1
